text,rating,Anonymized_Text,Masked_Text,Classification_Result
A very nice place; five stars as the location. If it is the flavor you are looking for; you may not find the exact flavor that you want.,3,A very nice place; five stars as the location. If it is the flavor you are looking for; you may not find the exact flavor that you want.,A very nice place; five stars as the location. If it is the flavor you are looking for; you may not find the exact flavor that you want.,POSITIVE
Everything is fine; but I have to deduct 1 point because of the prices. There is no problem in taste; presentation and cleanliness.,4,Everything is fine; but I have to deduct 1 point because of the prices. There is no problem in taste; presentation and cleanliness.,Everything is fine; but I have to deduct 1 point because of the prices. There is no problem in taste; presentation and cleanliness.,POSITIVE
They used to taste better; the chef must have changed.,3,They used to taste better; the chef must have changed.,They used to taste better; the chef must have changed.,NEGATIVE
Great services.,5,Great services.,Great services.,POSITIVE
In terms of price performance; I think it is quite reasonable. Employees were also very kind; thank you. I was very satisfied with the spicy-sweet sauce chicken I ate. Only the fries on the side were too simple in my opinion.,4,In terms of price performance; I think it is quite reasonable. Employees were also very kind; thank you. I was very satisfied with the spicy-sweet sauce chicken I ate. Only the fries on the side were too simple in my opinion.,In terms of price performance; I think it is quite reasonable. Employees were also very kind; thank you. I was very satisfied with the spicy-sweet sauce chicken I ate. Only the fries on the side were too simple in my opinion.,POSITIVE
Breakfast in the morning is usually very crowded on weekends. Service may be delayed. Meals wasn't bad.,2,Breakfast in the morning is usually very crowded on weekends. Service may be delayed. Meals wasn't bad.,Breakfast in the morning is usually very crowded on weekends. Service may be delayed. Meals wasn't bad.,POSITIVE
Compared to other places; it was more airy and calm by the sea. Thanks.,3,Compared to other places; it was more airy and calm by the sea. Thanks.,Compared to other places; it was more airy and calm by the sea. Thanks.,POSITIVE
Great ambiance; delicious dishes..,5,Great ambiance; delicious dishes..,Great ambiance; delicious dishes..,POSITIVE
Due to the crowd; my order came late; there is no problem other than that.,4,Due to the crowd; my order came late; there is no problem other than that.,Due to the crowd; my order came late; there is no problem other than that.,POSITIVE
The food is delicious; the view is beautiful.,5,The food is delicious; the view is beautiful.,The food is delicious; the view is beautiful.,POSITIVE
I went on the recommendation of my friend. Everything at breakfast was delicious. Only the butter had a peculiar smell.,5,I went on the recommendation of my friend. Everything at breakfast was delicious. Only the butter had a peculiar smell.,I went on the recommendation of my friend. Everything at breakfast was delicious. Only the butter had a peculiar smell.,POSITIVE
The strawberry cake was great; there was fresh dough. And we only paid for what we ate; drank; portioning; etc. no extra fees were asked. It's a wonderful place,5,The strawberry cake was great; there was fresh dough. And we only paid for what we ate; drank; portioning; etc. no extra fees were asked. It's a wonderful place,The strawberry cake was great; there was fresh dough. And we only paid for what we ate; drank; portioning; etc. no extra fees were asked. It's a wonderful place,POSITIVE
When there are so many employees; orders are forgotten; tables are not looked at. The food is really delicious.,2,When there are so many employees; orders are forgotten; tables are not looked at. The food is really delicious.,When there are so many employees; orders are forgotten; tables are not looked at. The food is really delicious.,POSITIVE
I definitely come here every time I come; I like both breakfast and evening meals; but prices have increased a lot from last year to this year.,4,I definitely come here every time I come; I like both breakfast and evening meals; but prices have increased a lot from last year to this year.,I definitely come here every time I come; I like both breakfast and evening meals; but prices have increased a lot from last year to this year.,POSITIVE
The worst service I have seen; no one knows what they are doing ,1,The worst service I have seen; no one knows what they are doing ,The worst service I have seen; no one knows what they are doing ,NEGATIVE
If you want a delicious and local breakfast on the beach; you should definitely try it.Kuymak is even closed to discussion.,5,If you want a delicious and local breakfast on the beach; you should definitely try it.<PERSON_16> is even closed to discussion.,If you want a delicious and local breakfast on the beach; you should definitely try it.<PERSON_16> is even closed to discussion.,POSITIVE
there are 10 waiters standing; the tables are empty; but the service is very slow. What we ate was delicious.,3,there are 10 waiters standing; the tables are empty; but the service is very slow. What we ate was delicious.,there are 10 waiters standing; the tables are empty; but the service is very slow. What we ate was delicious.,POSITIVE
My first stop for breakfast in Atakum is a place with quality service and friendly face.,5,My first stop for breakfast in <LOCATION_34> is a place with quality service and friendly face.,My first stop for breakfast in <LOCATION_34> is a place with quality service and friendly face.,POSITIVE
It's nice to have a children's playground. There are a lot of staff working. Good as place and location.,4,It's nice to have a children's playground. There are a lot of staff working. Good as place and location.,It's nice to have a children's playground. There are a lot of staff working. Good as place and location.,POSITIVE
The tastes; the approach of the stuff to you and the quality of service are very good; of course; especially if you can find a place on the weekend.,3,The tastes; the approach of the stuff to you and the quality of service are very good; of course; especially if you can find a place on the weekend.,The tastes; the approach of the stuff to you and the quality of service are very good; of course; especially if you can find a place on the weekend.,POSITIVE
Teas we could only drink 1 tea for a cold breakfast; the staff is being artistic to the customer; fighting and walking on top of him; there is an uncomfortable environment.,1,Teas we could only drink 1 tea for a cold breakfast; the staff is being artistic to the customer; fighting and walking on top of him; there is an uncomfortable environment.,Teas we could only drink 1 tea for a cold breakfast; the staff is being artistic to the customer; fighting and walking on top of him; there is an uncomfortable environment.,NEGATIVE
